City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
361,Palauig,PH,15.44,119.9,84.42,72,100,6.78,overcast clouds
362,Daru,PG,-9.08,143.21,80.47,69,89,11.45,overcast clouds
363,Wangkui,CN,46.83,126.5,67.57,72,100,7.31,overcast clouds
364,Alexandria,EG,31.22,29.96,77.0,83,0,6.93,clear sky
365,Lixourion,GR,38.2,20.43,76.44,71,0,6.4,clear sky
366,Nemuro,JP,43.32,145.57,73.4,69,75,11.41,broken clouds
367,Edd,ER,13.93,41.69,91.85,55,15,0.45,few clouds
368,Candido Mendes,BR,-1.45,-45.72,75.27,93,1,3.67,clear sky
369,Tatawin,TN,32.93,10.45,80.6,36,0,5.82,clear sky
370,Wanning,CN,18.8,110.4,84.13,72,22,2.75,few clouds
371,Pacific Grove,US,36.62,-121.92,75.0,60,1,3.36,clear sky
372,Santa Barbara,US,34.42,-119.7,84.0,65,1,10.29,haze
373,Forio,IT,40.73,13.86,75.99,83,0,1.01,clear sky
374,Bethel,US,41.37,-73.41,75.0,78,20,4.7,few clouds
375,Shimoda,JP,34.67,138.95,77.0,88,75,6.93,light intensity shower rain
376,Owando,CG,-0.48,15.9,72.27,94,100,1.3,overcast clouds
377,Sal Rei,CV,16.18,-22.92,80.6,88,40,4.7,scattered clouds
378,Amuntai,ID,-2.42,115.25,85.64,66,17,1.52,few clouds
379,Inuvik,CA,68.35,-133.72,68.0,42,20,2.24,few clouds
380,Ahipara,NZ,-35.17,173.17,61.65,81,90,11.77,light rain
381,Sandovo,RU,58.46,36.41,54.97,89,71,5.28,broken clouds
382,Svetlogorsk,BY,52.63,29.73,55.27,80,0,6.96,clear sky
383,Zhirnov,RU,48.17,41.13,57.74,60,0,6.96,clear sky
384,Beringovskiy,RU,63.05,179.32,56.28,75,95,14.14,light rain
385,Warrnambool,AU,-38.38,142.48,50.0,89,100,1.01,light rain
386,Beauchamps,FR,50.01,1.52,60.01,80,23,12.95,few clouds
387,Necochea,AR,-38.55,-58.74,48.0,62,0,11.01,clear sky
388,Jiayuguan,CN,39.82,98.3,71.65,32,54,7.27,broken clouds
389,Chernyshevskiy,RU,63.01,112.47,57.31,53,52,4.99,broken clouds
390,Tuatapere,NZ,-46.13,167.68,52.0,84,100,5.99,overcast clouds
391,Arman,RU,59.7,150.17,53.42,45,99,11.97,overcast clouds
392,Los Llanos De Aridane,ES,28.66,-17.92,73.4,88,16,16.11,few clouds
393,Shibetsu,JP,43.66,145.13,73.4,69,75,11.41,broken clouds
394,Cuamba,MZ,-14.8,36.54,60.49,83,1,6.08,clear sky
395,Caluquembe,AO,-13.78,14.68,59.49,35,67,2.84,broken clouds
396,Aginskoye,RU,51.1,114.53,62.02,79,100,2.33,overcast clouds
397,Sabla,NG,12.75,4.71,76.17,81,18,7.47,few clouds
398,Dakar,SN,14.69,-17.44,82.4,78,99,6.93,overcast clouds
399,Hasaki,JP,35.73,140.83,81.0,94,75,6.93,shower rain
400,Arani,IN,12.67,79.28,78.85,81,100,5.91,overcast clouds
401,Hilton Head Island,US,32.22,-80.75,82.99,78,75,6.82,broken clouds
402,Coquimbo,CL,-29.95,-71.34,50.0,93,94,6.93,overcast clouds
403,Andenes,NO,69.31,16.12,57.2,100,100,6.93,light rain
404,Melipilla,CL,-33.7,-71.22,51.8,93,90,3.36,overcast clouds
405,Zaraza,VE,9.35,-65.32,74.14,91,91,2.24,overcast clouds
406,Komatsu,JP,36.4,136.45,82.4,69,40,5.82,scattered clouds
407,Touros,BR,-5.2,-35.46,73.4,94,40,3.36,scattered clouds
408,Gornyak,RU,50.99,81.47,60.17,62,2,6.13,clear sky
409,Ugoofaaru,MV,5.67,73.0,83.39,68,92,4.5,overcast clouds
410,Adrian,US,41.9,-84.04,75.99,69,1,2.86,clear sky
411,Abha,SA,18.22,42.51,69.8,68,71,2.73,broken clouds
412,Bhadrapur,NP,26.54,88.09,77.0,100,75,3.36,broken clouds
413,Monrovia,LR,6.3,-10.8,77.0,94,75,9.17,light rain
414,Kushima,JP,31.46,131.23,87.8,70,40,6.93,scattered clouds
415,Belmonte,BR,-15.86,-38.88,69.8,77,75,5.82,broken clouds
416,Alice Springs,AU,-23.7,133.88,64.4,31,0,9.17,clear sky
417,Muros,ES,42.78,-9.06,60.01,91,0,5.17,clear sky
418,Dzhebariki-Khaya,RU,62.22,135.8,53.53,43,0,5.84,clear sky
419,Fairbanks,US,64.84,-147.72,75.2,36,1,4.7,clear sky
420,Kalaikunda,IN,22.35,87.25,80.38,89,100,2.93,light rain
421,Goure,NE,13.98,10.27,79.0,74,98,12.17,overcast clouds
422,Wainwright,CA,52.84,-110.86,62.58,70,0,6.58,clear sky
423,Syracuse,IT,37.09,15.28,77.0,73,0,3.36,clear sky
424,Olyka,UA,50.72,25.81,64.0,93,0,8.52,clear sky
425,Padang,ID,-0.95,100.35,80.19,77,100,4.05,light rain
426,Sioux Lookout,CA,50.1,-91.92,69.8,88,90,3.36,overcast clouds
427,Uarini,BR,-2.99,-65.11,72.21,68,0,1.95,clear sky
428,Chapais,CA,49.78,-74.85,59.0,77,75,5.82,broken clouds
429,Langenburg,DE,49.25,9.85,60.8,72,21,2.24,few clouds
430,Pangai,TO,-19.8,-174.35,80.6,83,20,12.75,few clouds
431,Hachinohe,JP,40.5,141.5,75.2,83,75,2.24,broken clouds
432,Santa Isabel Do Rio Negro,BR,-0.41,-65.02,74.91,75,22,2.04,few clouds
433,Novaya Lyada,RU,52.71,41.64,52.07,86,0,4.18,clear sky
434,Kruisfontein,ZA,-34.0,24.73,49.96,92,0,6.62,clear sky
435,Sabang,ID,5.89,95.32,81.91,76,90,8.75,overcast clouds
436,Sfantu Gheorghe,RO,45.87,25.78,61.0,82,0,1.61,clear sky
437,Matane,CA,48.83,-67.52,53.01,10,0,4.97,clear sky
438,Presidencia Roque Saenz Pena,AR,-26.79,-60.44,49.26,53,0,6.62,clear sky
439,Tikhvin,RU,59.65,33.53,60.71,73,100,8.95,overcast clouds
440,Letka,RU,59.6,49.42,51.78,96,1,4.27,clear sky
441,Dobrovat,RO,46.95,27.7,68.0,60,0,9.17,clear sky
442,Qasigiannguit,GL,68.82,-51.19,39.2,86,0,2.24,clear sky
443,Miandrivazo,MG,-19.52,45.47,70.07,43,30,3.87,scattered clouds
444,Kon Tum,VN,14.35,108.0,75.61,85,48,1.66,scattered clouds
445,Walvis Bay,NA,-22.96,14.51,66.76,23,0,6.93,clear sky
446,Santa Cruz,BO,-17.8,-63.17,57.2,58,63,2.24,broken clouds
447,Solnechnyy,RU,50.72,136.63,66.0,76,99,3.67,light rain
448,Prince Rupert,CA,54.32,-130.32,59.0,77,90,11.41,overcast clouds
449,Lompoc,US,34.64,-120.46,77.0,68,1,10.29,clear sky
450,Dingle,PH,11.0,122.67,83.8,74,100,0.65,light rain
451,Raudeberg,NO,61.99,5.14,53.01,94,100,10.33,light rain
452,Inongo,CD,-1.95,18.27,68.05,91,100,2.55,overcast clouds
453,Riyadh,SA,24.69,46.72,87.8,22,0,3.36,clear sky
454,Samana,DO,19.21,-69.34,78.8,94,75,9.17,thunderstorm with rain
455,Tawang,IN,27.58,91.87,60.37,66,3,1.3,clear sky
456,Narsaq,GL,60.92,-46.05,44.6,81,0,3.36,clear sky
457,Kemin,KG,42.78,75.69,65.7,35,0,2.39,clear sky
458,Yining,CN,29.04,114.56,84.85,73,0,0.87,clear sky
459,Marechal Deodoro,BR,-9.71,-35.9,69.8,94,75,4.41,broken clouds
460,Batagay-Alyta,RU,67.8,130.41,40.93,68,100,4.05,overcast clouds
461,Katastarion,GR,37.83,20.77,69.8,83,0,1.12,clear sky
462,Caravelas,BR,-17.71,-39.25,72.52,81,100,12.28,light rain
463,Bartoszyce,PL,54.25,20.81,64.15,95,100,7.99,overcast clouds
464,Panguna,PG,-6.32,155.48,82.15,61,100,4.9,light rain
465,Shelburne,CA,44.08,-80.2,68.0,94,20,3.36,few clouds
466,Hit,IQ,33.64,42.83,83.23,27,0,12.8,clear sky
467,Kyshtovka,RU,56.55,76.63,51.13,97,13,4.7,few clouds
468,Constantine,DZ,36.37,6.61,69.8,64,0,2.24,clear sky
469,Ilulissat,GL,69.22,-51.1,39.2,86,0,2.24,clear sky
470,Chimore,BO,-16.98,-65.13,53.83,70,13,1.36,few clouds
471,Saint-Joseph,RE,-21.37,55.62,64.4,55,17,8.05,few clouds
472,Baie-Saint-Paul,CA,47.44,-70.5,63.0,80,12,5.01,few clouds
473,Nyrob,RU,60.73,56.72,45.14,97,0,3.67,clear sky
474,Taoudenni,ML,22.68,-3.98,102.38,9,2,10.92,clear sky
475,Moroni,KM,-11.7,43.26,75.2,65,100,4.88,overcast clouds
476,Pisco,PE,-13.7,-76.22,60.8,82,75,12.75,broken clouds
477,Tupik,RU,54.43,119.93,59.32,65,98,4.83,overcast clouds
478,Negombo,LK,7.21,79.84,78.8,88,40,5.82,scattered clouds
479,Brigantine,US,39.41,-74.36,75.99,78,1,3.36,clear sky
480,Okha,RU,53.57,142.95,60.84,57,49,4.03,scattered clouds
481,Itarema,BR,-2.92,-39.92,77.36,81,0,13.71,clear sky
482,Manaus,BR,-3.1,-60.02,78.8,74,75,8.05,broken clouds
483,Talcahuano,CL,-36.72,-73.12,51.8,87,90,11.41,overcast clouds
484,Nara,JP,34.69,135.8,88.0,58,20,2.24,few clouds
485,Khatanga,RU,71.97,102.5,57.7,56,0,8.23,clear sky
486,Rawson,AR,-43.3,-65.1,57.58,37,0,12.41,clear sky
487,Komsomolskiy,UZ,40.43,71.72,69.8,43,0,4.7,clear sky
488,Calvinia,ZA,-31.47,19.78,50.29,38,0,3.8,clear sky
489,Alta Floresta,BR,-9.88,-56.09,78.58,37,34,2.35,scattered clouds
490,Deputatskiy,RU,69.3,139.9,35.85,84,98,1.48,overcast clouds
491,Taunggyi,MM,20.78,97.03,64.99,100,100,2.28,overcast clouds
492,Martapura,ID,-3.42,114.85,84.2,70,20,3.36,few clouds
493,Camopi,GF,3.17,-52.32,74.68,84,5,2.28,clear sky
494,Avera,US,33.19,-82.53,77.0,100,1,5.82,clear sky
495,Collie,AU,-33.37,116.15,53.1,88,64,5.39,broken clouds
496,Tura,IN,25.52,90.22,76.19,89,2,2.82,clear sky
497,Progreso,MX,21.28,-89.67,82.99,78,75,5.82,broken clouds
498,Kikwit,CD,-5.04,18.82,76.01,74,70,2.91,broken clouds
499,Hailin,CN,44.58,129.42,71.62,64,100,3.42,overcast clouds
500,Mazagao,BR,-0.12,-51.29,84.2,79,20,5.82,few clouds
501,Sand Springs,US,36.14,-96.11,87.8,48,1,5.79,clear sky
502,Veraval,IN,20.9,70.37,81.68,86,100,20.07,moderate rain
503,Barcelona,ES,41.39,2.16,78.01,83,20,2.24,few clouds
504,Shahrud,IR,36.42,54.98,65.89,65,0,14.03,clear sky
505,Spirit River,CA,55.78,-118.84,66.2,45,75,18.34,broken clouds
506,Colesberg,ZA,-30.72,25.1,41.79,49,0,4.94,clear sky
507,Pangnirtung,CA,66.15,-65.71,50.0,64,4,2.08,clear sky
508,Kieta,PG,-6.22,155.63,86.52,61,100,10.04,light rain
509,Kiunga,PG,-6.12,141.29,81.55,73,77,2.59,broken clouds
510,Lorengau,PG,-2.02,147.27,85.77,65,0,1.72,clear sky
511,Sorland,NO,67.67,12.69,56.75,88,89,20.78,overcast clouds
512,Byron Bay,AU,-28.65,153.62,64.4,27,0,25.28,clear sky
513,Itapaci,BR,-14.95,-49.55,74.91,45,37,9.42,scattered clouds
514,Dzhankoy,UA,45.72,34.4,68.77,68,0,8.52,clear sky
515,Abu Samrah,SY,35.3,37.18,69.33,71,0,8.43,clear sky
516,Bada,RU,51.39,109.87,56.8,88,100,4.27,overcast clouds
517,Porangatu,BR,-13.44,-49.15,82.85,37,73,8.88,broken clouds
518,Maningrida,AU,-12.07,134.27,84.15,31,0,15.32,clear sky
519,Margate,GB,51.38,1.39,62.01,82,7,3.0,clear sky
520,Am Timan,TD,11.03,20.28,71.85,97,100,3.44,light rain
521,Sao Mateus Do Maranhao,BR,-4.04,-44.48,74.12,93,0,5.88,clear sky
522,Buique,BR,-8.62,-37.16,60.12,100,55,6.82,broken clouds
523,Mizan Teferi,ET,6.98,35.58,62.94,90,99,2.04,light rain
524,Pontes E Lacerda,BR,-15.23,-59.34,55.2,59,0,3.71,clear sky
525,Kangaatsiaq,GL,68.31,-53.46,46.53,68,0,10.78,clear sky
526,Shurugwi,ZW,-19.67,30.01,44.96,97,0,2.68,clear sky
527,Puro,PH,12.48,123.38,85.06,70,100,2.95,overcast clouds
528,Moba,CN,33.23,105.02,62.22,100,100,4.47,light rain
529,Santa Cruz Del Sur,CU,20.71,-78.0,83.12,74,16,5.99,few clouds
530,Angoche,MZ,-16.23,39.91,71.29,75,93,12.97,overcast clouds
531,Kargil,IN,34.57,76.1,56.71,51,0,4.23,clear sky
532,Bukan,IR,36.52,46.21,58.08,44,0,2.15,clear sky
533,High Level,CA,58.52,-117.14,57.2,87,90,8.05,overcast clouds
534,Biltine,TD,14.53,20.92,73.87,80,100,18.32,moderate rain
535,Burnie,AU,-41.07,145.92,55.0,54,58,11.01,broken clouds
536,Darnah,LY,32.77,22.64,78.06,75,0,15.37,clear sky
537,The Valley,AI,18.22,-63.06,82.4,83,20,9.17,few clouds
538,Tuy Hoa,VN,13.08,109.3,83.75,70,100,4.54,overcast clouds
539,Mehamn,NO,71.04,27.85,57.45,85,59,13.8,broken clouds
540,Chara,RU,56.91,118.26,59.41,63,100,1.86,overcast clouds
541,Sur,OM,22.57,59.53,81.03,75,78,11.7,broken clouds
542,Barcelos,PT,41.54,-8.62,63.0,100,0,3.67,clear sky
543,Aktash,RU,50.3,87.73,42.58,73,100,4.54,overcast clouds
544,Antofagasta,CL,-23.65,-70.4,55.4,76,90,5.82,overcast clouds
545,San Jeronimo,PE,-11.95,-75.28,51.24,64,12,2.3,few clouds
546,Jiaozuo,CN,35.24,113.23,76.93,75,59,2.73,broken clouds
547,Staryy Nadym,RU,65.61,72.68,53.8,92,100,13.2,light rain
548,Nalut,LY,30.33,10.85,74.77,35,0,11.43,clear sky
549,Minot,US,48.23,-101.3,80.6,47,1,8.05,clear sky
550,Santa Rosa,PH,14.31,121.11,88.0,74,100,5.82,overcast clouds
551,Ornskoldsvik,SE,63.29,18.72,57.2,93,0,4.7,clear sky
552,Mount Isa,AU,-20.73,139.5,66.2,25,8,17.22,clear sky
553,Khandagayty,RU,50.73,92.05,56.61,57,99,2.13,overcast clouds
554,Bollnas,SE,61.35,16.39,61.0,87,36,5.01,scattered clouds
555,Horizontina,BR,-27.63,-54.31,45.1,92,0,3.96,clear sky
556,Gardez,AF,33.6,69.23,63.63,77,0,3.13,clear sky
557,Tautira,PF,-17.73,-149.15,82.4,69,40,13.87,scattered clouds
558,Genhe,CN,50.78,121.52,65.03,77,100,4.05,overcast clouds
559,Toba Tek Singh,PK,30.97,72.48,85.57,64,0,6.51,clear sky
560,Dodge City,US,37.75,-100.02,84.2,45,1,12.75,clear sky
561,Axim,GH,4.87,-2.24,74.39,93,6,6.87,clear sky
562,Huilong,CN,31.81,121.66,89.01,71,0,3.0,clear sky
563,Luwuk,ID,-0.95,122.79,82.49,60,1,6.53,clear sky
564,Kulhudhuffushi,MV,6.62,73.07,83.14,73,96,6.22,overcast clouds
565,Hobyo,SO,5.35,48.53,75.36,81,83,20.22,broken clouds
566,Aykhal,RU,66.0,111.5,51.8,57,0,2.24,clear sky
567,Sol-Iletsk,RU,51.16,54.99,52.0,87,0,10.2,clear sky
568,Bronnoysund,NO,65.46,12.2,60.8,77,76,11.41,broken clouds
569,Bocas Del Toro,PA,9.33,-82.25,66.0,68,89,1.99,overcast clouds
570,Havre-Saint-Pierre,CA,50.23,-63.6,51.8,87,75,3.36,broken clouds
571,Cap Malheureux,MU,-19.98,57.61,66.99,82,39,5.01,light rain
572,Eureka,US,40.8,-124.16,70.0,45,2,1.99,clear sky
573,Yushu,CN,44.8,126.53,70.68,78,100,4.43,overcast clouds
574,Zhigansk,RU,66.77,123.37,46.36,64,48,19.55,scattered clouds
575,Dali,CN,25.7,100.18,64.8,83,32,2.15,scattered clouds
576,Ilo,PE,-17.64,-71.34,59.07,79,99,1.72,overcast clouds
577,Terney,RU,45.05,136.61,73.51,53,100,2.71,overcast clouds
578,Urucui,BR,-7.23,-44.56,85.59,36,80,1.5,broken clouds
579,Malm,NO,64.07,11.22,57.99,100,98,8.05,overcast clouds
580,Parati,BR,-23.22,-44.71,59.41,80,98,1.95,light rain
581,Briancon,FR,44.9,6.65,75.0,69,96,5.26,overcast clouds
582,Saint-Ambroise,CA,48.55,-71.33,61.0,82,20,4.7,few clouds
583,Mamakan,RU,57.82,114.0,63.66,67,100,3.22,overcast clouds
584,Brae,GB,60.4,-1.35,53.6,93,100,11.41,moderate rain
585,Henties Bay,NA,-22.12,14.28,65.68,28,0,7.0,clear sky
586,Myitkyina,MM,25.38,97.4,80.26,81,54,1.32,broken clouds
587,Ketchikan,US,55.34,-131.65,55.4,100,90,11.41,moderate rain
588,Kalang,PH,5.92,121.36,84.0,74,99,10.11,overcast clouds
589,Viedma,AR,-40.81,-63.0,55.99,32,0,7.0,clear sky
590,San Carlos De Bariloche,AR,-41.15,-71.31,41.0,52,0,3.36,clear sky
591,Mukhtolovo,RU,55.46,43.2,50.9,89,0,2.91,clear sky
592,Matara,LK,5.95,80.54,78.01,86,54,3.49,broken clouds
593,Ocean City,US,39.28,-74.57,75.99,78,1,3.36,clear sky
594,Abhar,IR,36.15,49.22,56.88,83,17,4.36,few clouds
595,Tikapur,NP,28.5,81.13,75.0,96,0,3.11,clear sky
596,Japura,ID,-0.32,102.35,78.69,86,94,2.28,overcast clouds
597,Wagar,SD,16.15,36.2,83.19,59,3,15.75,light rain
598,Mishan,CN,45.55,131.88,68.77,70,100,3.58,overcast clouds
599,Alizai,PK,33.54,70.35,78.58,71,29,1.97,light rain
600,Dudinka,RU,69.41,86.18,60.8,63,100,8.95,overcast clouds
601,Tignere,CM,7.37,12.65,65.08,97,100,1.43,light rain
602,Vostochnyy,RU,55.82,37.87,59.0,82,52,2.24,broken clouds
603,Broken Hill,AU,-31.95,141.43,51.8,53,75,14.99,broken clouds
604,San Cristobal,VE,7.77,-72.22,65.93,90,79,4.25,broken clouds
605,Kokstad,ZA,-30.55,29.42,47.14,46,0,4.94,clear sky
606,Shumyachi,RU,53.86,32.42,53.24,91,40,4.68,scattered clouds
607,Hatillo,PR,18.49,-66.83,78.01,92,100,8.99,moderate rain
608,Ushumun,RU,52.78,126.53,66.43,64,34,4.56,scattered clouds
609,Pavlovsk,RU,50.46,40.11,57.78,63,30,3.74,scattered clouds
610,Simpang,ID,-1.27,104.08,79.72,81,100,4.52,overcast clouds
611,Berlevag,NO,70.86,29.09,58.08,85,6,18.59,clear sky
612,Balakhninskiy,RU,58.01,114.28,62.6,66,100,4.52,overcast clouds
613,Kopavogur,IS,64.11,-21.91,48.2,87,42,3.36,scattered clouds
614,Sciacca,IT,37.51,13.09,73.99,91,0,3.0,clear sky
615,Lazaro Cardenas,MX,17.96,-102.2,81.91,82,3,3.98,clear sky
616,Shitanjing,CN,39.23,106.34,61.38,86,100,13.02,moderate rain
617,Biu,NG,10.61,12.19,69.82,97,100,4.43,moderate rain
618,Omboue,GA,-1.57,9.26,73.6,82,97,7.85,overcast clouds
619,Ovalle,CL,-30.6,-71.2,51.82,79,36,3.22,scattered clouds
620,Dulce Nombre De Culmi,HN,15.1,-85.53,74.37,89,100,2.08,light rain
621,Den Helder,NL,52.96,4.76,66.2,63,20,19.46,few clouds
622,Malazgirt,TR,39.14,42.54,58.17,71,100,2.06,light rain
623,Ambilobe,MG,-13.2,49.05,63.97,70,92,4.54,overcast clouds
624,Saint-Georges,GD,12.06,-61.75,82.4,83,20,9.17,few clouds
625,Qaqortoq,GL,60.72,-46.03,44.6,81,0,3.36,clear sky
626,Ardakan,IR,32.31,54.02,86.0,9,0,6.93,clear sky
627,Kurilsk,RU,45.23,147.88,63.75,54,100,10.49,overcast clouds
628,Cumra,TR,37.57,32.77,64.4,48,0,5.82,clear sky
629,Kitui,KE,-1.37,38.01,60.93,84,100,10.33,overcast clouds
630,Aberystwyth,GB,52.42,-4.08,55.99,93,49,7.0,light rain
631,San Policarpo,PH,12.18,125.51,83.01,80,99,6.02,light rain
632,Stantsionno-Oyashinskiy,RU,55.47,83.82,54.97,88,100,7.07,light rain
633,Kaduqli,SD,11.02,29.72,73.42,88,0,3.98,clear sky
634,Jalu,LY,29.03,21.55,76.35,46,0,8.28,clear sky
635,Micheweni,TZ,-4.97,39.83,74.88,81,55,10.18,light rain
636,Bodden Town,KY,19.28,-81.25,86.0,89,20,5.82,few clouds
637,Gloversville,US,43.05,-74.34,71.6,78,1,3.36,clear sky
638,Payyannur,IN,12.1,75.2,77.09,85,23,2.33,few clouds
639,West Bay,KY,19.37,-81.42,86.0,89,20,5.82,few clouds
640,Ndele,CF,8.41,20.65,68.5,98,100,2.42,light rain
641,Egvekinot,RU,66.32,-179.17,49.14,89,100,7.27,light rain
642,Guasdualito,VE,7.24,-70.73,73.17,94,100,1.03,overcast clouds
643,Uruzgan,AF,32.83,66.0,64.65,23,0,4.65,clear sky
644,Baranchinskiy,RU,58.16,59.7,48.31,93,100,3.02,overcast clouds
645,Shahpura,IN,27.38,75.97,80.6,88,40,3.36,haze
646,Whitecourt,CA,54.15,-115.69,69.8,28,20,16.11,few clouds
647,Sunzha,RU,43.32,45.05,59.0,93,93,4.47,overcast clouds
648,Taiobeiras,BR,-15.81,-42.23,64.65,77,97,8.55,overcast clouds
649,Arcata,US,40.87,-124.08,70.0,82,1,8.05,clear sky
650,Shingu,JP,33.73,135.98,86.0,70,40,5.82,scattered clouds
651,Amapa,BR,1.0,-52.0,72.46,90,27,1.14,light rain
652,Kilindoni,TZ,-7.91,39.67,76.6,76,99,13.89,light rain
653,Kez,RU,57.9,53.72,46.87,96,0,4.09,clear sky
654,Ojinaga,MX,29.57,-104.42,96.8,22,1,10.29,clear sky
655,Soyo,AO,-6.13,12.37,72.97,90,19,4.27,few clouds
656,Sovetskiy,RU,61.36,63.58,48.31,91,0,7.14,clear sky
657,Erenhot,CN,43.65,111.98,70.09,57,100,5.48,overcast clouds
658,San Javier,ES,37.81,-0.84,80.01,88,75,5.82,broken clouds
659,Ulverstone,AU,-41.15,146.17,55.0,54,40,11.01,scattered clouds
660,Kloulklubed,PW,7.04,134.26,84.2,74,75,5.82,broken clouds
661,Port Antonio,JM,18.18,-76.46,86.0,74,20,2.24,few clouds
662,Mount Pleasant,US,32.79,-79.86,82.0,94,90,6.04,overcast clouds
663,Richards Bay,ZA,-28.78,32.04,61.63,72,0,9.31,clear sky
664,Dhaka,BD,23.71,90.41,82.4,88,75,5.82,drizzle
665,Belaya Gora,RU,68.53,146.42,41.63,66,100,7.99,overcast clouds
666,Flinders,AU,-34.58,150.86,59.0,48,0,7.0,clear sky
667,Svetlyy,RU,54.67,20.13,64.4,100,75,6.71,mist
668,Bonthe,SL,7.53,-12.51,76.71,89,100,5.99,light rain
669,Dhidhdhoo,MV,6.88,73.1,83.07,73,81,6.08,light rain
670,Visnes,NO,59.36,5.22,59.0,82,94,17.22,light rain
671,Balaipungut,ID,1.05,101.28,77.4,94,100,1.66,moderate rain
672,Uwajima,JP,33.22,132.56,82.4,78,75,5.82,broken clouds
673,Vestmannaeyjar,IS,63.44,-20.27,51.89,77,2,2.53,clear sky
674,Oistins,BB,13.07,-59.53,82.4,83,40,8.05,scattered clouds
675,Rio Gallegos,AR,-51.62,-69.22,37.4,64,62,12.75,broken clouds
676,Puerto Madero,MX,14.72,-92.42,75.2,100,90,8.55,overcast clouds
677,San Francisco,US,37.77,-122.42,77.0,56,75,13.87,smoke
678,Mana,GF,5.66,-53.78,79.5,81,22,6.51,few clouds
679,Cascais,PT,38.7,-9.42,66.0,91,0,21.3,clear sky
